,qid,Questions,Option1,Option2,Option3,Option4,Option5,Answer,sub_diff,diff_lev,cat,lev
496,496,A can run 22.5 m while B runs 25 m. In a kilometre race B beats A by:,100 m,"111 1 m
9",25 m,50 m,,Answer: Option A,2,2,aptitude,8.0
497,497,"A and B together have Rs. 1210. If of A's amount is equal to of B's amount, how much amount does B have?",Rs. 460,Rs. 484,Rs. 550,Rs. 664,,Answer: Option B,1,2,aptitude,7.0
498,498,Two numbers are respectively 20% and 50% more than a third number. The ratio of the two numbers is:,2 : 5,3 : 5,4 : 5,6 : 7,,Answer: Option C,0,2,aptitude,6.0
499,499,"A sum of money is to be distributed among A, B, C, D in the proportion of 5 : 2 : 4 : 3. If C gets Rs. 1000 more than D, what is B's share?",Rs. 500,Rs. 1500,Rs. 2000,None of these,,Answer: Option C,1,2,aptitude,7.0
500,500,"Seats for Mathematics, Physics and Biology in a school are in the ratio 5 : 7 : 8. There is a proposal to increase these seats by 40%, 50% and 75% respectively. What will be the ratio of increased seats?",2 : 3 : 4,6 : 7 : 8,6 : 8 : 9,None of these,,Answer: Option A,2,2,aptitude,8.0
501,501,"In a mixture 60 litres, the ratio of milk and water 2 : 1. If this ratio is to be 1 : 2, then the quanity of water to be further added is:",20 litres,30 litres,40 litres,60 litres,,Answer: Option D,1,2,aptitude,7.0
502,502,"The ratio of the number of boys and girls in a college is 7 : 8. If the percentage increase in the number of boys and girls be 20% and 10% respectively, what will be the new ratio?",8 : 9,17 : 18,21 : 22,Cannot be determined,,Answer: Option C,1,2,aptitude,7.0
503,503,"Salaries of Ravi and Sumit are in the ratio 2 : 3. If the salary of each is increased by Rs. 4000, the new ratio becomes 40 : 57. What is Sumit's salary?","Rs. 17,000","Rs. 20,000","Rs. 25,500","Rs. 38,000",,Answer: Option D,0,2,aptitude,6.0
504,504,"If 0.75 : x :: 5 : 8, then x is equal to:",1.12,1.2,1.25,1.3,,Answer: Option B,1,2,aptitude,7.0
505,505,"The sum of three numbers is 98. If the ratio of the first to second is 2 :3 and that of the second to the third is 5 : 8, then the second number is:",20,30,48,58,,Answer: Option B,1,2,aptitude,7.0
506,506,"If Rs. 782 be divided into three parts, proportional to : : , then the first part is:",Rs. 182,Rs. 190,Rs. 196,Rs. 204,,Answer: Option D,0,2,aptitude,6.0
507,507,"The salaries A, B, C are in the ratio 2 : 3 : 5. If the increments of 15%, 10% and 20% are allowed respectively in their salaries, then what will be new ratio of their salaries?",3 : 3 : 10,10 : 11 : 20,23 : 33 : 60,Cannot be determined,,Answer: Option C,2,2,aptitude,8.0
508,508,"If 40% of a number is equal to two-third of another number, what is the ratio of first number to the second number?",2 : 5,3 : 7,5 : 3,7 : 3,,Answer: Option C,0,2,aptitude,6.0
509,509,"The fourth proportional to 5, 8, 15 is:",18,24,19,20,,Answer: Option B,2,2,aptitude,8.0
510,510,"Two number are in the ratio 3 : 5. If 9 is subtracted from each, the new numbers are in the ratio 12 : 23. The smaller number is:",27,33,49,55,,Answer: Option B,0,2,aptitude,6.0
511,511,"In a bag, there are coins of 25 p, 10 p and 5 p in the ratio of 1 : 2 : 3. If there is Rs. 30 in all, how many 5 p coins are there?",50,100,150,200,,Answer: Option C,2,2,aptitude,8.0
512,512,The cube root of .000216 is:,0.6,0.06,77,87,,Answer: Option B,1,2,aptitude,7.0
513,513,"What should come in place of both x in the equation x = 162 .
128 x",12,14,144,196,,Answer: Option A,0,2,aptitude,6.0
514,514,"The least perfect square, which is divisible by each of 21, 36 and 66 is:",213444,214344,214434,231444,,Answer: Option A,0,2,aptitude,6.0
515,515,1.5625 = ?,1.05,1.25,1.45,1.55,,Answer: Option B,2,2,aptitude,8.0
516,516,"If 35 + 125 = 17.88, then what will be the value of 80 + 65 ?",13.41,20.46,21.66,22.35,,Answer: Option D,0,2,aptitude,6.0
517,517,"If a = 0.1039, then the value of 4a2 - 4a + 1 + 3a is:",0.1039,0.2078,1.1039,2.1039,,Answer: Option C,2,2,aptitude,8.0
518,518,"If x = 3 + 1 and y = 3 - 1 , then the value of (x2 + y2) is:
3 - 1 3 + 1",10,13,14,15,,Answer: Option C,2,2,aptitude,8.0
519,519,"A group of students decided to collect as many paise from each member of group as is the number of members. If the total collection amounts to Rs. 59.29, the number of the member is the group is:",57,67,77,87,,Answer: Option C,0,2,aptitude,6.0
520,520,The square root of (7 + 35) (7 - 35) is,5,2,4,35,,Answer: Option B,1,2,aptitude,7.0
521,521,"If 5 = 2.236, then the value of 5 - 10 + 125 is equal to:
2 5",5.59,7.826,8.944,10.062,,Answer: Option B,0,2,aptitude,6.0
522,522,"625 x 14 x 11 is equal to:
11 25 196",5,6,8,11,,Answer: Option A,0,2,aptitude,6.0
523,523,0.0169 x ? = 1.3,10,100,1000,None of these,,Answer: Option B,0,2,aptitude,6.0
524,524,"3 - 1 2 simplifies to:
3","3
4","4
3","4
3",None of these,,Answer: Option C,0,2,aptitude,6.0
525,525,How many two-digit numbers satisfy this property.: The last digit (unit's digit) of the square of the two-digit number is 8 ?,1,2,3,None of these,,Answer: Option D,1,2,aptitude,7.0
526,526,The square root of 64009 is:,253,347,363,803,,Answer: Option A,2,2,aptitude,8.0
527,527,"A man has Rs. 480 in the denominations of one-rupee notes, five-rupee notes and ten-rupee notes. The number of notes of each denomination is equal. What is the total number of notes that he has ?",45,60,75,90,,Answer: Option D,0,2,aptitude,6.0
528,528,"There are two examinations rooms A and B. If 10 students are sent from A to B, then the number of students in each room is the same. If 20 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:",20,80,100,200,,Answer: Option C,1,2,aptitude,7.0
529,529,The price of 10 chairs is equal to that of 4 tables. The price of 15 chairs and 2 tables together is Rs. 4000. The total price of 12 chairs and 3 tables is:,Rs. 3500,Rs. 3750,Rs. 3840,Rs. 3900,,Answer: Option D,0,2,aptitude,6.0
530,530,"If a - b = 3 and a2 + b2 = 29, find the value of ab.",10,12,15,18,,Answer: Option A,2,2,aptitude,8.0
531,531,"The price of 2 sarees and 4 shirts is Rs. 1600. With the same money one can buy 1 saree and 6 shirts. If one wants to buy 12 shirts, how much shall he have to pay ?",Rs. 1200,Rs. 2400,Rs. 4800,Cannot be determined,None of these,Answer: Option B,1,2,aptitude,7.0
532,532,"A sum of Rs. 1360 has been divided among A, B and C such that A gets of what B gets and B gets of what C gets. B's share is:",Rs. 120,Rs. 160,Rs. 240,Rs. 300,,Answer: Option C,1,2,aptitude,7.0
533,533,"One-third of Rahul's savings in National Savings Certificate is equal to one-half of his savings in Public Provident Fund. If he has Rs. 1,50,000 as total savings, how much has he saved in Public Provident Fund ?","Rs. 30,000","Rs. 50,000","Rs. 60,000","Rs. 90,000",,Answer: Option C,1,2,aptitude,7.0
534,534,"A fires 5 shots to B's 3 but A kills only once in 3 shots while B kills once in 2 shots. When B has missed 27 times, A has killed:",30 birds,60 birds,72 birds,90 birds,,Answer: Option A,1,2,aptitude,7.0
535,535,"Eight people are planning to share equally the cost of a rental car. If one person withdraws from the arrangement and the others share equally the entire cost of the car, then the share of each of the remaining persons increased by:","1
7","1
8","1
9","7
8",,Answer: Option A,0,2,aptitude,6.0
536,536,"To fill a tank, 25 buckets of water is required. How many buckets of water will be required to fill the same tank if the capacity of the bucket is reduced to two-fifth of its present ?",10,35,62.5,Cannot be determined,None of these,Answer: Option C,2,2,aptitude,8.0
537,537,"In a regular week, there are 5 working days and for each day, the working hours are 8. A man gets Rs. 2.40 per hour for regular work and Rs. 3.20 per hours for overtime. If he earns Rs. 432 in 4 weeks, then how many hours does he work for ?",160,175,180,195,,Answer: Option B,0,2,aptitude,6.0
538,538,"Free notebooks were distributed equally among children of a class. The number of notebooks each child got was one-eighth of the number of children. Had the number of children been half, each child would have got 16 notebooks. Total how many notebooks were distributed ?",256,432,512,640,None of these,Answer: Option C,0,2,aptitude,6.0
539,539,"A man has some hens and cows. If the number of heads be 48 and the number of feet equals 140, then the number of hens will be:",22,23,24,26,,Answer: Option D,1,2,aptitude,7.0
540,540,"(469 + 174)2 - (469 - 174)2 = ?
(469 x 174)",2,4,295,643,,Answer: Option B,2,2,aptitude,8.0
541,541,"David gets on the elevator at the 11th floor of a building and rides up at the rate of 57 floors per minute. At the same time, Albert gets on an elevator at the 51st floor of the same building and rides down at the rate of 63 floors per minute. If they continue travelling at these rates, then at which floor will their paths cross ?",19,28,30,37,,Answer: Option C,0,2,aptitude,6.0
542,542,A sum of money at simple interest amounts to Rs. 815 in 3 years and to Rs. 854 in 4 years. The sum is:,Rs. 650,Rs. 690,Rs. 698,Rs. 700,,Answer: Option C,1,2,aptitude,7.0
543,543,"Mr. Thomas invested an amount of Rs. 13,900 divided in two different schemes A and B at the simple interest rate of 14% p.a. and 11% p.a. respectively. If the total amount of simple interest earned in 2 years be Rs. 3508, what was the amount invested in Scheme B?",Rs. 6400,Rs. 6500,Rs. 7200,Rs. 7500,None of these,Answer: Option A,0,2,aptitude,6.0
544,544,A sum fetched a total simple interest of Rs. 4016.25 at the rate of 9 p.c.p.a. in 5 years. What is the sum?,Rs. 4462.50,Rs. 8032.50,Rs. 8900,Rs. 8925,None of these,Answer: Option D,0,2,aptitude,6.0
545,545,How much time will it take for an amount of Rs. 450 to yield Rs. 81 as interest at 4.5% per annum of simple interest?,3.5 years,4 years,4.5 years,5 years,,Answer: Option B,2,2,aptitude,8.0
546,546,"Reena took a loan of Rs. 1200 with simple interest for as many years as the rate of interest. If she paid Rs. 432 as interest at the end of the loan period, what was the rate of interest?",3.6,6,18,Cannot be determined,None of these,Answer: Option B,0,2,aptitude,6.0
547,547,"A sum of Rs. 12,500 amounts to Rs. 15,500 in 4 years at the rate of simple interest. What is the rate of interest?",3%,4%,5%,6%,None of these,Answer: Option D,0,2,aptitude,6.0
548,548,"An automobile financier claims to be lending money at simple interest, but he includes the interest every six months for calculating the principal. If he is charging an interest of 10%, the effective rate of interest becomes:",10%,10.25%,10.5%,None of these,,Answer: Option B,1,2,aptitude,7.0
549,549,A lent Rs. 5000 to B for 2 years and Rs. 3000 to C for 4 years on simple interest at the same rate of interest and received Rs. 2200 in all from both of them as interest. The rate of interest per annum is:,5%,7%,"7 1 %
8",10%,,Answer: Option D,1,2,aptitude,7.0
550,550,"A sum of Rs. 725 is lent in the beginning of a year at a certain rate of interest. After 8 months, a sum of Rs. 362.50 more is lent but at the rate twice the former. At the end of the year, Rs. 33.50 is earned as interest from both the loans. What was the original rate of interest?",3.6%,4.5%,5%,6%,None of these,Answer: Option E,2,2,aptitude,8.0
551,551,A man took loan from a bank at the rate of 12% p.a. simple interest. After 3 years he had to pay Rs. 5400 interest only for the period. The principal amount borrowed by him was:,Rs. 2000,"Rs. 10,000","Rs. 15,000","Rs. 20,000",,Answer: Option C,0,2,aptitude,6.0
552,552,A sum of money amounts to Rs. 9800 after 5 years and Rs. 12005 after 8 years at the same rate of simple interest. The rate of interest per annum is:,5%,8%,12%,15%,,Answer: Option C,2,2,aptitude,8.0
553,553,What will be the ratio of simple interest earned by certain amount at the same rate of interest for 6 years and that for 9 years?,1 : 3,1 : 4,2 : 3,Data inadequate,None of these,Answer: Option C,1,2,aptitude,7.0
554,554,"A certain amount earns simple interest of Rs. 1750 after 7 years. Had the interest been 2% more, how much more interest would it have earned?",Rs. 35,Rs. 245,Rs. 350,Cannot be determined,None of these,Answer: Option D,0,2,aptitude,6.0
555,555,A person borrows Rs. 5000 for 2 years at 4% p.a. simple interest. He immediately lends it to another person at 6 p.a for 2 years. Find his gain in the transaction per year.,Rs. 112.50,Rs. 125,Rs. 150,Rs. 167.50,,Answer: Option A,2,2,aptitude,8.0
556,556,"In order to obtain an income of Rs. 650 from 10% stock at Rs. 96, one must make an investment of:",Rs. 3100,Rs. 6240,Rs. 6500,Rs. 9600,,Answer: Option B,0,2,aptitude,6.0
557,557,"A man bought 20 shares of Rs. 50 at 5 discount, the rate of dividend being 13. The rate of interest obtained is:","12 1 %
2","13 1 %
2",15%,"16 2 %
3",,Answer: Option C,2,2,aptitude,8.0
558,558,Which is better investment: 11% stock at 143 or 9% stock at 117?,11% stock at 143,"9 3 % stock at 117
4",Both are equally good,"Cannot be compared, as the total amount of investment is not given.",,Answer: Option B,0,2,aptitude,6.0
559,559,A man buys Rs. 20 shares paying 9% dividend. The man wants to have an interest of 12% on his money. The market value of each share is:,Rs. 12,Rs. 15,Rs. 18,Rs. 21,,Answer: Option B,2,2,aptitude,8.0
560,560,"By investing in 16% stock at 64, one earns Rs. 1500. The investment made is:",Rs. 5640,Rs. 5760,Rs. 7500,Rs. 9600,,Answer: Option B,2,2,aptitude,8.0
561,561,A 6% stock yields 8%. The market value of the stock is:,Rs. 48,Rs. 75,Rs. 96,Rs. 133.33,,Answer: Option B,2,2,aptitude,8.0
562,562,"A man invested Rs. 4455 in Rs. 10 shares quoted at Rs. 8.25. If the rate of dividend be 12%, his annual income is:",Rs. 207.40,Rs. 534.60,Rs. 648,Rs. 655.60,,Answer: Option C,2,2,aptitude,8.0
563,563,Rs. 9800 are invested partly in 9% stock at 75 and 10% stock at 80 to have equal amount of incomes. The investment in 9% stock is:,Rs. 4800,Rs. 5000,Rs. 5400,Rs. 5600,,Answer: Option B,2,2,aptitude,8.0
564,564,"A man invests some money partly in 9% stock at 96 and partly in 12% stock at 120. To obtain equal dividends from both, he must invest the money in the ratio:",3 : 4,3 : 5,4 : 5,16 : 15,,Answer: Option D,2,2,aptitude,8.0
565,565,"By investing Rs. 1620 in 8% stock, Michael earns Rs. 135. The stock is then quoted at:",Rs. 80,Rs. 96,Rs. 106,Rs. 108,,Answer: Option B,0,2,aptitude,6.0
566,566,A man invested Rs. 1552 in a stock at 97 to obtain an income of Rs. 128. The dividend from the stock is:,7.5%,8%,9.7%,None of these,,Answer: Option B,1,2,aptitude,7.0
567,567,A 12% stock yielding 10% is quoted at:,Rs. 83.33,Rs. 110,Rs. 112,Rs. 120,,Answer: Option D,2,2,aptitude,8.0
568,568,"The market value of a 10.5% stock, in which an income of Rs. 756 is derived by investing Rs. 9000, brokerage being %, is:",Rs. 108.25,Rs. 112.20,Rs. 124.75,Rs. 125.25,,Answer: Option C,2,2,aptitude,8.0
569,569,"The cost price of a Rs. 100 stock at 4 discount, when brokerage is 1 % is:
4",Rs. 95.75,Rs. 96,Rs. 96.25,Rs. 104.25,,Answer: Option C,1,2,aptitude,7.0
570,570,"Sakshi invests a part of Rs. 12,000 in 12% stock at Rs. 120 and the remainder in 15% stock at Rs. 125. If his total dividend per annum is Rs. 1360, how much does he invest in 12% stock at Rs. 120?",Rs. 4000,Rs. 4500,Rs. 5500,Rs. 6000,,Answer: Option A,2,2,aptitude,8.0
571,571,(17)3.5 x (17)? = 178,2.29,2.75,4.25,4.5,,Answer: Option D,1,2,aptitude,7.0
572,572,"If a x - 1 = b x - 3 , then the value of x is:
b a","1
2",1,2,"7
2",,Answer: Option C,0,2,aptitude,6.0
573,573,"Given that 100.48 = x, 100.70 = y and xz = y2, then the value of z is close to:",1.45,1.88,2.9,3.7,,Answer: Option C,0,2,aptitude,6.0
574,574,"If 5a = 3125, then the value of 5(a - 3) is:",25,125,625,1625,,Answer: Option A,2,2,aptitude,8.0
575,575,"If 3(x - y) = 27 and 3(x + y) = 243, then x is equal to:",0,2,4,6,,Answer: Option C,0,2,aptitude,6.0
576,576,(256)0.16 x (256)0.09 = ?,4,16,64,256.25,,Answer: Option A,1,2,aptitude,7.0
577,577,The value of [(10)150 ÷ (10)146],1000,10000,100000,106,,Answer: Option B,0,2,aptitude,6.0
578,578,"1 + 1 + 1 = ?
1 + x(b - a) + x(c - a) 1 + x(a - b) + x(c - b) 1 + x(b - c) + x(a - c)",0,1,xa - b - c,None of these,,Answer: Option B,1,2,aptitude,7.0
579,579,(25)7.5 x (5)2.5 ÷ (125)1.5 = 5?,8.5,13,16,17.5,None of these,Answer: Option B,2,2,aptitude,8.0
580,580,(0.04)-1.5 = ?,25,125,250,625,,Answer: Option B,2,2,aptitude,8.0
581,581,"(243)n/5 x 32n + 1 = ?
9n x 3n - 1",1,2,9,3n,,Answer: Option C,1,2,aptitude,7.0
582,582,"1 + 1 = ?
1 + a(n - m) 1 + a(m - n)",0,"1
2",1,am + n,,Answer: Option C,1,2,aptitude,7.0
583,583,"If m and n are whole numbers such that mn = 121, the value of (m - 1)n + 1 is:",1,10,121,1000,,Answer: Option D,0,2,aptitude,6.0
584,584,"xb (b + c - a) . xc (c + a - b) . xa (a + b - c) = ?
xc xa xb",xabc,1,xab + bc + ca,xa + b + c,,Answer: Option B,2,2,aptitude,8.0
585,585,"If x = 3 + 22, then the value of x - 1 is:
x",1,2,22,33,,Answer: Option B,2,2,aptitude,8.0
586,586,"A can do a work in 15 days and B in 20 days. If they work on it together for 4 days, then the fraction of the work that is left is :","1
4","1
10","7
15","8
15",,Answer: Option D,0,2,aptitude,6.0
587,587,"A can lay railway track between two given stations in 16 days and B can do the same job in 12 days. With help of C, they did the job in 4 days only. Then, C alone can do the job in:","9 1 days
5","9 2 days
5","9 3 days
5",10,,Answer: Option C,2,2,aptitude,8.0
588,588,"A, B and C can do a piece of work in 20, 30 and 60 days respectively. In how many days can A do the work if he is assisted by B and C on every third day?",12 days,15 days,16 days,18 days,,Answer: Option B,1,2,aptitude,7.0
589,589,"A is thrice as good as workman as B and therefore is able to finish a job in 60 days less than B. Working together, they can do it in:",20 days,"22 1 days
2",25 days,30 days,,Answer: Option B,2,2,aptitude,8.0
590,590,"A alone can do a piece of work in 6 days and B alone in 8 days. A and B undertook to do it for Rs. 3200. With the help of C, they completed the work in 3 days. How much is to be paid to C?",Rs. 375,Rs. 400,Rs. 600,Rs. 800,,Answer: Option B,1,2,aptitude,7.0
591,591,"If 6 men and 8 boys can do a piece of work in 10 days while 26 men and 48 boys can do the same in 2 days, the time taken by 15 men and 20 boys in doing the same type of work will be:",4 days,5 days,6 days,7 days,,Answer: Option A,1,2,aptitude,7.0
592,592,"A can do a piece of work in 4 hours; B and C together can do it in 3 hours, while A and C together can do it in 2 hours. How long will B alone take to do it?",8 hours,10 hours,12 hours,24 hours,,Answer: Option C,2,2,aptitude,8.0
593,593,"A can do a certain work in the same time in which B and C together can do it. If A and B together could do it in 10 days and C alone in 50 days, then B alone could do it in:",15 days,20 days,25 days,30 days,,Answer: Option C,0,2,aptitude,6.0
594,594,A does 80% of a work in 20 days. He then calls in B and they together finish the remaining work in 3 days. How long B alone would take to do the whole work?,23 days,37 days,37,40 days,,Answer: Option C,2,2,aptitude,8.0
595,595,"A machine P can print one lakh books in 8 hours, machine Q can print the same number of books in 10 hours while machine R can print them in 12 hours. All the machines are started at 9 A.M. while machine P is closed at 11 A.M. and the remaining two machines complete work. Approximately at what time will the work (to print one lakh books) be finished ?",11:30 A.M.,12 noon,12:30 P.M.,1:00 P.M.,,Answer: Option D,2,2,aptitude,8.0
596,596,"A can finish a work in 18 days and B can do the same work in 15 days. B worked for 10 days and left the job. In how many days, A alone can finish the remaining work?",5,"5 1
2",6,8,,Answer: Option C,2,2,aptitude,8.0
597,597,"4 men and 6 women can complete a work in 8 days, while 3 men and 7 women can complete it in 10 days. In how many days will 10 women complete it?",35,40,45,50,,Answer: Option B,0,2,aptitude,6.0
598,598,"A and B can together finish a work 30 days. They worked together for 20 days and then B left. After another 20 days, A finished the remaining work. In how many days A alone can finish the work?",40,50,54,60,,Answer: Option D,0,2,aptitude,6.0
599,599,"P can complete a work in 12 days working 8 hours a day. Q can complete the same work in 8 days working 10 hours a day. If both P and Q work together, working 8 hours a day, in how many days can they complete the work?","5 5
11","5 6
11","6 5
11","6 6
11",,Answer: Option A,1,2,aptitude,7.0
600,600,10 women can complete a work in 7 days and 10 children take 14 days to complete the work. How many days will 5 women and 10 children take to complete the work?,3,5,7,Cannot be determined,None of these,Answer: Option C,2,2,aptitude,8.0
601,601,X and Y can do a piece of work in 20 days and 12 days respectively. X started the work alone and then after 4 days Y joined him till the completion of the work. How long did the work last?,6 days,10 days,15 days,20 days,,Answer: Option B,2,2,aptitude,8.0
602,602,"A is 30% more efficient than B. How much time will they, working together, take to complete a job which A alone could have done in 23 days?",11 days,13 days,"20 3 days
17",None of these,,Answer: Option B,0,2,aptitude,6.0
603,603,"Ravi and Kumar are working on an assignment. Ravi takes 6 hours to type 32 pages on a computer, while Kumar takes 5 hours to type 40 pages. How much time will they take, working together on two different computers to type an assignment of 110 pages?",7 hours 30 minutes,8 hours,8 hours 15 minutes,8 hours 25 minutes,,Answer: Option C,0,2,aptitude,6.0
604,604,"A, B and C can complete a piece of work in 24, 6 and 12 days respectively. Working together, they will complete the same work in:","1 day
24","7 day
24","3 3 days
7",4 days,,Answer: Option C,1,2,aptitude,7.0
605,605,Sakshi can do a piece of work in 20 days. Tanya is 25% more efficient than Sakshi. The number of days taken by Tanya to do the same piece of work is:,15,16,18,25,,Answer: Option B,0,2,aptitude,6.0
606,606,"A takes twice as much time as B or thrice as much time as C to finish a piece of work. Working together, they can finish the work in 2 days. B can do the work alone in:",4 days,6 days,8 days,12 days,,Answer: Option B,0,2,aptitude,6.0
607,607,A and B can complete a work in 15 days and 10 days respectively. They started doing the work together but after 2 days B had to leave and A alone completed the remaining work. The whole work was completed in :,8 days,10 days,12 days,15 days,,Answer: Option C,2,2,aptitude,8.0
608,608,"A and B can do a piece of work in 30 days, while B and C can do the same work in 24 days and C and A in 20 days. They all work together for 10 days when B and C leave. How many days more will A take to finish the work?",18 days,24 days,30 days,36 days,,Answer: Option A,2,2,aptitude,8.0
609,609,"A works twice as fast as B. If B can complete a work in 12 days independently, the number of days in which A and B can together finish the work in :",4 days,6 days,8 days,18 days,,Answer: Option A,2,2,aptitude,8.0
610,610,Twenty women can do a work in sixteen days. Sixteen men can complete the same work in fifteen days. What is the ratio between the capacity of a man and a woman?,3 : 4,4 : 3,5 : 3,Data inadequate,,Answer: Option B,0,2,aptitude,6.0
611,611,"A and B can do a work in 8 days, B and C can do the same work in 12 days. A, B and C together can finish it in 6 days. A and C together will do it in :",4 days,6 days,8 days,12 days,,Answer: Option C,0,2,aptitude,6.0
612,612,"A can finish a work in 24 days, B in 9 days and C in 12 days. B and C start the work but are forced to leave after 3 days. The remaining work was done by A in:",5 days,6 days,10 days,"10 1 days
2",,Answer: Option C,1,2,aptitude,7.0
613,613,X can do a piece of work in 40 days. He works at it for 8 days and then Y finished it in 16 days. How long will they together take to complete the work?,"13 1 days
3",15 days,20 days,26 days,,Answer: Option A,2,2,aptitude,8.0
614,614,A and B can do a job together in 7 days. A is 1 times as efficient as B. The same job can be done by A alone in :,"9 1 days
3",11 days,"12 1 days
4","16 1 days
3",,Answer: Option B,2,2,aptitude,8.0
615,615,"A and B together can do a piece of work in 30 days. A having worked for 16 days, B finishes the remaining work alone in 44 days. In how many days shall B finish the whole work alone?",30 days,40 days,60 days,70 days,,Answer: Option C,0,2,aptitude,6.0
616,616,A person crosses a 600 m long street in 5 minutes. What is his speed in km per hour?,3.6,7.2,8.4,10,,Answer: Option B,0,2,aptitude,6.0
617,617,"An aeroplane covers a certain distance at a speed of 240 kmph in 5 hours. To cover the same distance in 1 hours, it must travel at a speed of:",300 kmph,360 kmph,600 kmph,720 kmph,,Answer: Option D,2,2,aptitude,8.0
618,618,"If a person walks at 14 km/hr instead of 10 km/hr, he would have walked 20 km more. The actual distance travelled by him is:",50 km,56 km,70 km,80 km,,Answer: Option A,1,2,aptitude,7.0
619,619,"A train can travel 50% faster than a car. Both start from point A at the same time and reach point B 75 kms away from A at the same time. On the way, however, the train lost about 12.5 minutes while stopping at the stations. The speed of the car is:",100 kmph,110 kmph,120 kmph,130 kmph,,Answer: Option C,1,2,aptitude,7.0
620,620,"Excluding stoppages, the speed of a bus is 54 kmph and including stoppages, it is 45 kmph. For how many minutes does the bus stop per hour?",9,10,12,20,,Answer: Option B,2,2,aptitude,8.0
621,621,"In a flight of 600 km, an aircraft was slowed down due to bad weather. Its average speed for the trip was reduced by 200 km/hr and the time of flight increased by 30 minutes. The duration of the flight is:",1 hour,2 hours,3 hours,4 hours,,Answer: Option A,1,2,aptitude,7.0
622,622,A man complete a journey in 10 hours. He travels first half of the journey at the rate of 21 km/hr and second half at the rate of 24 km/hr. Find the total journey in km.,220 km,224 km,230 km,234 km,,Answer: Option B,0,2,aptitude,6.0
623,623,"The ratio between the speeds of two trains is 7 : 8. If the second train runs 400 km in 4 hours, then the speed of the first train is:",70 km/hr,75 km/hr,84 km/hr,87.5 km/hr,,Answer: Option D,2,2,aptitude,8.0
624,624,A man on tour travels first 160 km at 64 km/hr and the next 160 km at 80 km/hr. The average speed for the first 320 km of the tour is:,35.55 km/hr,36 km/hr,71.11 km/hr,71 km/hr,,Answer: Option C,2,2,aptitude,8.0
625,625,A car travelling with of its actual speed covers 42 km in 1 hr 40 min 48 sec. Find the actual speed of the car.,"17 6 km/hr
7",25 km/hr,30 km/hr,35 km/hr,,Answer: Option D,0,2,aptitude,6.0
626,626,"In covering a distance of 30 km, Abhay takes 2 hours more than Sameer. If Abhay doubles his speed, then he would take 1 hour less than Sameer. Abhay's speed is:",5 kmph,6 kmph,6.25 kmph,7.5 kmph,,Answer: Option A,1,2,aptitude,7.0
627,627,"Robert is travelling on his cycle and has calculated to reach point A at 2 P.M. if he travels at 10 kmph, he will reach there at 12 noon if he travels at 15 kmph. At what speed must he travel to reach A at 1 P.M.?",8 kmph,11 kmph,12 kmph,14 kmph,,Answer: Option C,0,2,aptitude,6.0
628,628,"It takes eight hours for a 600 km journey, if 120 km is done by train and the rest by car. It takes 20 minutes more, if 200 km is done by train and the rest by car. The ratio of the speed of the train to that of the cars is:",2 : 3,3 : 2,3 : 4,4 : 3,,Answer: Option C,2,2,aptitude,8.0
629,629,A farmer travelled a distance of 61 km in 9 hours. He travelled partly on foot @ 4 km/hr and partly on bicycle @ 9 km/hr. The distance travelled on foot is:,14 km,15 km,16 km,17 km,,Answer: Option C,2,2,aptitude,8.0
630,630,"A man covered a certain distance at some speed. Had he moved 3 kmph faster, he would have taken 40 minutes less. If he had moved 2 kmph slower, he would have taken 40 minutes more. The distance (in km) is:",35,"36 2
3","37 1
2",40,,Answer: Option D,0,2,aptitude,6.0
631,631,"A man purchased a cow for Rs. 3000 and sold it the same day for Rs. 3600, allowing the buyer a credit of 2 years. If the rate of interest be 10% per annum, then the man has a gain of:",0%,5%,7.5%,10%,,Answer: Option A,2,2,aptitude,8.0
632,632,The true discount on Rs. 2562 due 4 months hence is Rs. 122. The rate percent is:,12%,"13 1 %
3",15%,14%,,Answer: Option C,2,2,aptitude,8.0
633,633,"A trader owes a merchant Rs. 10,028 due 1 year hence. The trader wants to settle the account after 3 months. If the rate of interest 12% per annum, how much cash should he pay?",Rs. 9025.20,Rs. 9200,Rs. 9600,Rs. 9560,,Answer: Option B,0,2,aptitude,6.0
634,634,"A man wants to sell his scooter. There are two offers, one at Rs. 12,000 cash and the other a credit of Rs. 12,880 to be paid after 8 months, money being at 18% per annum. Which is the better offer?","Rs. 12,000 in cash","s. 12,880 at credit",Both are equally good,,,Answer: Option A,0,2,aptitude,6.0
635,635,"If Rs. 10 be allowed as true discount on a bill of Rs. 110 due at the end of a certain time, then the discount allowed on the same sum due at the end of double the time is:",Rs. 20,Rs. 21.81,Rs. 22,Rs. 18.33,,Answer: Option D,0,2,aptitude,6.0
636,636,"A right triangle with sides 3 cm, 4 cm and 5 cm is rotated the side of 3 cm to form a cone. The volume of the cone so formed is:",12 cm3,15 cm3,16 cm3,20 cm3,,Answer: Option A,1,2,aptitude,7.0
637,637,"In a shower, 5 cm of rain falls. The volume of water that falls on 1.5 hectares of ground is:",75 cu. m,750 cu. m,7500 cu. m,75000 cu. m,,Answer: Option B,1,2,aptitude,7.0
