,cid,qno,type,qid,diff_level,res_time,correctness,next_diff
6553,218,3,1,264,easy,11,1,medium
6554,218,4,1,429,medium,19,1,hard
6555,218,5,1,223,hard,39,1,hard
6556,218,6,1,349,hard,37,0,medium
6557,218,7,1,403,medium,6,1,hard
6558,218,8,1,336,hard,37,1,hard
6559,218,9,1,400,hard,18,1,hard
6560,218,0,2,497,medium,14,0,medium
6561,218,1,2,461,medium,47,1,medium
6562,218,2,2,469,medium,41,1,medium
6563,218,3,2,449,medium,45,0,easy
6564,218,4,2,447,easy,52,1,easy
6565,218,5,2,615,easy,42,1,easy
6566,218,6,2,543,easy,8,1,medium
6567,218,7,2,578,medium,6,1,hard
6568,218,8,2,594,hard,23,1,hard
6569,218,9,2,459,hard,11,1,hard
6570,219,0,0,105,medium,39,0,easy
6571,219,1,0,178,easy,31,1,easy
6572,219,2,0,6,easy,56,0,easy
6573,219,3,0,211,easy,21,1,easy
6574,219,4,0,58,easy,40,1,easy
6575,219,5,0,70,easy,14,1,medium
6576,219,6,0,208,medium,23,1,medium
6577,219,7,0,114,medium,45,1,medium
6578,219,8,0,113,medium,11,1,hard
6579,219,9,0,115,hard,35,1,hard
6580,219,0,1,329,medium,21,0,easy
6581,219,1,1,236,easy,40,0,easy
6582,219,2,1,414,easy,56,1,easy
6583,219,3,1,342,easy,14,0,easy
6584,219,4,1,283,easy,7,1,medium
6585,219,5,1,416,medium,45,0,easy
6586,219,6,1,338,easy,13,0,easy
6587,219,7,1,373,easy,50,1,easy
6588,219,8,1,383,easy,8,0,easy
6589,219,9,1,241,easy,35,1,easy
6590,219,0,2,460,medium,9,1,hard
6591,219,1,2,459,hard,32,1,hard
6592,219,2,2,638,hard,58,0,medium
6593,219,3,2,533,medium,30,0,easy
6594,219,4,2,610,easy,37,1,easy
6595,219,5,2,447,easy,44,1,easy
6596,219,6,2,605,easy,23,0,easy
6597,219,7,2,616,easy,35,1,easy
6598,219,8,2,519,easy,21,0,easy
6599,219,9,2,529,easy,50,1,easy
6600,220,0,0,121,medium,7,1,hard
6601,220,1,0,139,hard,25,1,hard
6602,220,2,0,66,hard,29,0,medium
6603,220,3,0,104,medium,10,1,hard
6604,220,4,0,38,hard,5,0,medium
6605,220,5,0,165,medium,49,1,medium
6606,220,6,0,119,medium,5,1,hard
6607,220,7,0,89,hard,44,1,hard
6608,220,8,0,32,hard,49,1,hard
6609,220,9,0,94,hard,8,1,hard
6610,220,0,1,306,medium,9,0,medium
6611,220,1,1,224,medium,41,1,medium
6612,220,2,1,299,medium,23,0,easy
6613,220,3,1,295,easy,30,1,easy
6614,220,4,1,307,easy,49,1,easy
6615,220,5,1,328,easy,54,1,easy
6616,220,6,1,229,easy,51,0,easy
6617,220,7,1,265,easy,50,1,easy
6618,220,8,1,383,easy,55,0,easy
6619,220,9,1,304,easy,48,0,easy
6620,220,0,2,621,medium,13,0,medium
6621,220,1,2,483,medium,34,0,easy
6622,220,2,2,635,easy,25,1,easy
6623,220,3,2,522,easy,11,1,medium
6624,220,4,2,442,medium,39,1,medium
6625,220,5,2,431,medium,26,1,medium
6626,220,6,2,645,medium,28,0,easy
6627,220,7,2,544,easy,60,1,easy
6628,220,8,2,447,easy,39,1,easy
6629,220,9,2,477,easy,14,1,medium
6630,221,0,0,104,medium,32,0,easy
6631,221,1,0,22,easy,31,1,easy
6632,221,2,0,80,easy,48,0,easy
6633,221,3,0,111,easy,8,1,medium
6634,221,4,0,137,medium,21,0,easy
6635,221,5,0,4,easy,53,0,easy
6636,221,6,0,9,easy,9,1,medium
6637,221,7,0,105,medium,52,0,easy
6638,221,8,0,95,easy,57,1,easy
6639,221,9,0,11,easy,9,1,medium
6640,221,0,1,381,medium,15,0,medium
6641,221,1,1,269,medium,32,1,medium
6642,221,2,1,268,medium,9,1,hard
6643,221,3,1,422,hard,57,1,hard
6644,221,4,1,279,hard,28,0,medium
6645,221,5,1,380,medium,42,0,easy
6646,221,6,1,372,easy,16,1,medium
6647,221,7,1,250,medium,11,0,medium
6648,221,8,1,222,medium,44,0,easy
6649,221,9,1,280,easy,13,0,easy
6650,221,0,2,590,medium,19,0,medium
6651,221,1,2,591,medium,44,1,medium
6652,221,2,2,553,medium,28,0,easy
6653,221,3,2,558,easy,38,0,easy
6654,221,4,2,527,easy,10,1,medium
6655,221,5,2,571,medium,30,0,easy
6656,221,6,2,448,easy,54,0,easy
6657,221,7,2,598,easy,20,0,easy
6658,221,8,2,554,easy,37,0,easy
6659,221,9,2,521,easy,60,1,easy
6660,222,0,0,119,medium,55,0,easy
6661,222,1,0,213,easy,57,0,easy
6662,222,2,0,6,easy,36,0,easy
6663,222,3,0,15,easy,7,1,medium
6664,222,4,0,76,medium,12,1,hard
6665,222,5,0,91,hard,53,1,hard
6666,222,6,0,96,hard,60,0,medium
6667,222,7,0,79,medium,46,1,medium
6668,222,8,0,83,medium,53,0,easy
6669,222,9,0,59,easy,5,0,easy
6670,222,0,1,364,medium,10,0,medium
6671,222,1,1,418,medium,50,0,easy
6672,222,2,1,392,easy,32,0,easy
6673,222,3,1,321,easy,21,0,easy
6674,222,4,1,254,easy,35,1,easy
6675,222,5,1,276,easy,27,0,easy
6676,222,6,1,365,easy,30,1,easy
6677,222,7,1,375,easy,51,0,easy
6678,222,8,1,350,easy,13,0,easy
6679,222,9,1,309,easy,28,0,easy
6680,222,0,2,533,medium,12,0,medium
6681,222,1,2,636,medium,18,1,hard
6682,222,2,2,614,hard,52,1,hard
6683,222,3,2,467,hard,43,0,medium
6684,222,4,2,439,medium,45,1,medium
6685,222,5,2,612,medium,23,1,medium
6686,222,6,2,649,medium,47,1,medium
6687,222,7,2,434,medium,10,0,medium
6688,222,8,2,504,medium,5,1,hard
6689,222,9,2,641,hard,24,0,medium
6690,223,0,0,28,medium,18,1,hard
6691,223,1,0,40,hard,49,1,hard
6692,223,2,0,36,hard,8,0,medium
6693,223,3,0,110,medium,51,0,easy
6694,223,4,0,77,easy,22,0,easy
6695,223,5,0,192,easy,32,1,easy
6696,223,6,0,199,easy,48,0,easy
6697,223,7,0,117,easy,37,0,easy
6698,223,8,0,48,easy,56,0,easy
6699,223,9,0,131,easy,17,1,medium
6700,223,0,1,247,medium,48,0,easy
6701,223,1,1,338,easy,12,0,easy
6702,223,2,1,379,easy,59,1,easy
6703,223,3,1,333,easy,48,1,easy
6704,223,4,1,265,easy,43,1,easy
6705,223,5,1,318,easy,38,1,easy
6706,223,6,1,424,easy,14,1,medium
6707,223,7,1,269,medium,24,1,medium
6708,223,8,1,329,medium,37,0,easy
6709,223,9,1,216,easy,19,0,easy
6710,223,0,2,571,medium,24,0,easy
6711,223,1,2,448,easy,12,1,medium
6712,223,2,2,449,medium,29,0,easy
6713,223,3,2,441,easy,59,1,easy
6714,223,4,2,438,easy,9,0,easy
6715,223,5,2,436,easy,54,0,easy
6716,223,6,2,529,easy,52,0,easy
6717,223,7,2,573,easy,22,1,easy
6718,223,8,2,444,easy,11,1,medium
6719,223,9,2,646,medium,59,1,medium
6720,224,0,0,146,medium,57,1,medium
6721,224,1,0,41,medium,53,0,easy
6722,224,2,0,2,easy,54,1,easy
6723,224,3,0,185,easy,25,0,easy
6724,224,4,0,166,easy,45,1,easy
6725,224,5,0,147,easy,53,1,easy
6726,224,6,0,203,easy,52,1,easy
6727,224,7,0,74,easy,9,0,easy
6728,224,8,0,213,easy,19,0,easy
6729,224,9,0,159,easy,47,0,easy
6730,224,0,1,299,medium,5,0,medium
6731,224,1,1,244,medium,36,0,easy
6732,224,2,1,321,easy,14,1,medium
6733,224,3,1,322,medium,12,0,medium
6734,224,4,1,406,medium,26,0,easy
6735,224,5,1,417,easy,15,1,medium
6736,224,6,1,251,medium,28,1,medium
6737,224,7,1,277,medium,15,0,medium
6738,224,8,1,240,medium,31,0,easy
6739,224,9,1,424,easy,60,0,easy
6740,224,0,2,599,medium,39,0,easy
6741,224,1,2,544,easy,26,1,easy
6742,224,2,2,510,easy,24,0,easy
6743,224,3,2,583,easy,56,0,easy
6744,224,4,2,468,easy,34,1,easy
6745,224,5,2,466,easy,56,0,easy
6746,224,6,2,521,easy,35,0,easy
6747,224,7,2,516,easy,32,1,easy
6748,224,8,2,524,easy,18,1,medium
6749,224,9,2,549,medium,51,0,easy
6750,225,0,0,186,medium,25,1,medium
6751,225,1,0,47,medium,52,1,medium
6752,225,2,0,119,medium,20,0,medium
6753,225,3,0,104,medium,10,0,medium
6754,225,4,0,72,medium,32,1,medium
6755,225,5,0,127,medium,53,1,medium
6756,225,6,0,141,medium,48,0,easy
6757,225,7,0,58,easy,53,0,easy
6758,225,8,0,189,easy,8,0,easy
6759,225,9,0,59,easy,32,1,easy
6760,225,0,1,224,medium,26,0,easy
6761,225,1,1,414,easy,29,0,easy
6762,225,2,1,390,easy,12,1,medium
6763,225,3,1,258,medium,10,0,medium
6764,225,4,1,329,medium,57,1,medium
6765,225,5,1,268,medium,31,0,easy
6766,225,6,1,321,easy,21,1,easy
6767,225,7,1,243,easy,22,1,easy
6768,225,8,1,295,easy,22,1,easy
6769,225,9,1,348,easy,54,1,easy
6770,225,0,2,461,medium,43,1,medium
6771,225,1,2,619,medium,7,0,medium
6772,225,2,2,649,medium,17,1,hard
6773,225,3,2,511,hard,18,1,hard
6774,225,4,2,589,hard,12,1,hard
6775,225,5,2,596,hard,24,1,hard
6776,225,6,2,462,hard,15,1,hard
6777,225,7,2,574,hard,42,0,medium
6778,225,8,2,504,medium,13,0,medium
6779,225,9,2,483,medium,11,0,medium
6780,226,0,0,41,medium,22,1,medium
6781,226,1,0,145,medium,45,0,easy
6782,226,2,0,7,easy,11,0,easy
6783,226,3,0,193,easy,54,1,easy
6784,226,4,0,48,easy,50,0,easy
6785,226,5,0,58,easy,5,1,medium
6786,226,6,0,100,medium,53,0,easy
6787,226,7,0,192,easy,31,0,easy
6788,226,8,0,88,easy,55,1,easy
6789,226,9,0,42,easy,39,1,easy
6790,226,0,1,306,medium,22,0,easy
6791,226,1,1,245,easy,50,0,easy
6792,226,2,1,307,easy,52,1,easy
6793,226,3,1,318,easy,31,1,easy
6794,226,4,1,388,easy,10,1,medium
6795,226,5,1,259,medium,60,1,medium
6796,226,6,1,380,medium,20,1,hard
6797,226,7,1,363,hard,25,0,medium
6798,226,8,1,401,medium,16,0,medium
6799,226,9,1,288,medium,7,0,medium
6800,226,0,2,461,medium,25,0,easy
6801,226,1,2,527,easy,54,0,easy
6802,226,2,2,463,easy,18,0,easy
6803,226,3,2,627,easy,58,0,easy
6804,226,4,2,487,easy,56,1,easy
6805,226,5,2,615,easy,47,0,easy
6806,226,6,2,565,easy,54,0,easy
6807,226,7,2,535,easy,16,1,medium
6808,226,8,2,475,medium,26,1,medium
6809,226,9,2,533,medium,57,0,easy
6810,227,0,0,118,medium,33,1,medium
6811,227,1,0,47,medium,58,1,medium
6812,227,2,0,113,medium,33,1,medium
6813,227,3,0,83,medium,18,1,hard
6814,227,4,0,91,hard,52,0,medium
6815,227,5,0,72,medium,6,1,hard
6816,227,6,0,19,hard,55,0,medium
6817,227,7,0,158,medium,6,1,hard
6818,227,8,0,30,hard,15,1,hard
6819,227,9,0,122,hard,37,0,medium
6820,227,0,1,263,medium,22,0,easy
6821,227,1,1,370,easy,18,1,medium
6822,227,2,1,259,medium,32,1,medium
6823,227,3,1,234,medium,52,0,easy
6824,227,4,1,309,easy,34,1,easy
6825,227,5,1,348,easy,13,0,easy
6826,227,6,1,342,easy,37,1,easy
6827,227,7,1,388,easy,37,0,easy
6828,227,8,1,328,easy,52,0,easy
6829,227,9,1,265,easy,19,1,medium
6830,227,0,2,497,medium,35,0,easy
6831,227,1,2,524,easy,38,1,easy
6832,227,2,2,640,easy,19,1,medium
6833,227,3,2,549,medium,42,1,medium
6834,227,4,2,569,medium,47,1,medium
6835,227,5,2,533,medium,6,0,medium
6836,227,6,2,588,medium,24,1,medium
6837,227,7,2,520,medium,56,1,medium
6838,227,8,2,483,medium,58,1,medium
6839,227,9,2,612,medium,31,0,easy
6840,228,0,0,71,medium,27,0,easy
6841,228,1,0,9,easy,32,1,easy
6842,228,2,0,147,easy,32,1,easy
6843,228,3,0,67,easy,7,0,easy
6844,228,4,0,2,easy,46,0,easy
6845,228,5,0,199,easy,29,0,easy
6846,228,6,0,97,easy,8,0,easy
6847,228,7,0,192,easy,14,0,easy
6848,228,8,0,178,easy,41,0,easy
6849,228,9,0,128,easy,26,1,easy
6850,228,0,1,368,medium,29,0,easy
6851,228,1,1,323,easy,30,1,easy
6852,228,2,1,352,easy,13,1,medium
6853,228,3,1,215,medium,41,0,easy
6854,228,4,1,396,easy,49,1,easy
6855,228,5,1,264,easy,27,0,easy
6856,228,6,1,216,easy,25,0,easy
6857,228,7,1,241,easy,15,1,medium
6858,228,8,1,410,medium,60,1,medium
6859,228,9,1,274,medium,57,1,medium
6860,228,0,2,499,medium,19,1,hard
6861,228,1,2,518,hard,26,1,hard
6862,228,2,2,526,hard,32,1,hard
6863,228,3,2,550,hard,30,0,medium
6864,228,4,2,646,medium,35,1,medium
6865,228,5,2,566,medium,57,1,medium
6866,228,6,2,461,medium,58,1,medium
6867,228,7,2,479,medium,8,1,hard
6868,228,8,2,638,hard,51,0,medium
6869,228,9,2,534,medium,47,0,easy
6870,229,0,0,208,medium,48,0,easy
6871,229,1,0,168,easy,52,0,easy
6872,229,2,0,42,easy,24,0,easy
6873,229,3,0,95,easy,14,1,medium
6874,229,4,0,207,medium,35,0,easy
6875,229,5,0,6,easy,9,1,medium
6876,229,6,0,72,medium,56,0,easy
6877,229,7,0,48,easy,28,1,easy
6878,229,8,0,153,easy,50,0,easy
6879,229,9,0,162,easy,45,1,easy
6880,229,0,1,294,medium,53,0,easy
6881,229,1,1,390,easy,57,1,easy
6882,229,2,1,245,easy,21,0,easy
6883,229,3,1,227,easy,34,1,easy
6884,229,4,1,365,easy,37,0,easy
6885,229,5,1,307,easy,21,1,easy
6886,229,6,1,252,easy,6,0,easy
6887,229,7,1,430,easy,11,0,easy
6888,229,8,1,280,easy,42,0,easy
6889,229,9,1,379,easy,44,0,easy
6890,229,0,2,505,medium,14,1,hard
6891,229,1,2,440,hard,55,0,medium
6892,229,2,2,618,medium,51,0,easy
6893,229,3,2,544,easy,24,0,easy
6894,229,4,2,472,easy,31,0,easy
6895,229,5,2,546,easy,5,0,easy
6896,229,6,2,519,easy,21,1,easy
6897,229,7,2,547,easy,57,1,easy
6898,229,8,2,503,easy,8,1,medium
6899,229,9,2,501,medium,40,1,medium
6900,230,0,0,81,medium,27,1,medium
6901,230,1,0,63,medium,37,0,easy
6902,230,2,0,95,easy,18,1,medium
6903,230,3,0,100,medium,55,1,medium
6904,230,4,0,37,medium,27,0,easy
6905,230,5,0,212,easy,6,1,medium
6906,230,6,0,120,medium,19,0,medium
6907,230,7,0,187,medium,54,0,easy
6908,230,8,0,17,easy,33,1,easy
6909,230,9,0,48,easy,46,1,easy
6910,230,0,1,401,medium,26,0,easy
6911,230,1,1,430,easy,49,0,easy
6912,230,2,1,282,easy,45,0,easy
6913,230,3,1,328,easy,10,1,medium
6914,230,4,1,268,medium,32,0,easy
6915,230,5,1,216,easy,48,1,easy
6916,230,6,1,348,easy,51,1,easy
6917,230,7,1,417,easy,33,1,easy
6918,230,8,1,383,easy,34,0,easy
6919,230,9,1,289,easy,16,0,easy
6920,230,0,2,497,medium,59,1,medium
6921,230,1,2,549,medium,6,0,medium
6922,230,2,2,534,medium,47,1,medium
6923,230,3,2,591,medium,41,0,easy
6924,230,4,2,630,easy,32,0,easy
6925,230,5,2,508,easy,54,0,easy
6926,230,6,2,597,easy,39,1,easy
6927,230,7,2,513,easy,37,0,easy
6928,230,8,2,490,easy,25,0,easy
6929,230,9,2,506,easy,35,1,easy
6930,231,0,0,85,medium,24,1,medium
6931,231,1,0,83,medium,35,1,medium
6932,231,2,0,114,medium,41,1,medium
6933,231,3,0,65,medium,12,1,hard
6934,231,4,0,197,hard,32,0,medium
6935,231,5,0,149,medium,56,0,easy
6936,231,6,0,213,easy,35,1,easy
6937,231,7,0,67,easy,10,1,medium
6938,231,8,0,31,medium,42,0,easy
6939,231,9,0,11,easy,25,1,easy
6940,231,0,1,316,medium,48,0,easy
6941,231,1,1,300,easy,40,0,easy
6942,231,2,1,424,easy,54,1,easy
6943,231,3,1,407,easy,19,1,medium
6944,231,4,1,327,medium,13,0,medium
6945,231,5,1,220,medium,18,0,medium
6946,231,6,1,263,medium,37,0,easy
6947,231,7,1,217,easy,54,0,easy
6948,231,8,1,265,easy,40,1,easy
6949,231,9,1,350,easy,42,0,easy
6950,231,0,2,532,medium,18,1,hard
6951,231,1,2,629,hard,58,1,hard
6952,231,2,2,489,hard,55,1,hard
6953,231,3,2,641,hard,56,0,medium
6954,231,4,2,512,medium,29,1,medium
6955,231,5,2,650,medium,38,1,medium
6956,231,6,2,455,medium,59,1,medium
6957,231,7,2,525,medium,19,0,medium
6958,231,8,2,549,medium,21,0,easy
6959,231,9,2,436,easy,57,0,easy
6960,232,0,0,53,medium,58,0,easy
6961,232,1,0,151,easy,22,1,easy
6962,232,2,0,59,easy,58,1,easy
6963,232,3,0,7,easy,17,0,easy
6964,232,4,0,195,easy,50,1,easy
6965,232,5,0,201,easy,9,1,medium
6966,232,6,0,106,medium,56,1,medium
6967,232,7,0,114,medium,39,0,easy
6968,232,8,0,183,easy,32,0,easy
6969,232,9,0,48,easy,21,0,easy
6970,232,0,1,220,medium,30,1,medium
6971,232,1,1,426,medium,38,1,medium
6972,232,2,1,330,medium,22,1,medium
6973,232,3,1,381,medium,56,0,easy
6974,232,4,1,309,easy,16,1,medium
6975,232,5,1,268,medium,57,1,medium
6976,232,6,1,214,medium,16,1,hard
6977,232,7,1,331,hard,39,1,hard
6978,232,8,1,361,hard,17,0,medium
6979,232,9,1,250,medium,16,1,hard
6980,232,0,2,455,medium,50,0,easy
6981,232,1,2,477,easy,54,0,easy
6982,232,2,2,565,easy,59,0,easy
6983,232,3,2,593,easy,14,0,easy
6984,232,4,2,464,easy,30,0,easy
6985,232,5,2,597,easy,58,1,easy
6986,232,6,2,513,easy,35,0,easy
6987,232,7,2,516,easy,39,0,easy
6988,232,8,2,538,easy,48,1,easy
6989,232,9,2,524,easy,33,1,easy
6990,233,0,0,146,medium,33,1,medium
6991,233,1,0,180,medium,25,0,easy
6992,233,2,0,201,easy,13,1,medium
6993,233,3,0,93,medium,43,0,easy
6994,233,4,0,74,easy,45,0,easy
6995,233,5,0,151,easy,18,0,easy
6996,233,6,0,117,easy,27,1,easy
6997,233,7,0,4,easy,59,0,easy
6998,233,8,0,168,easy,34,1,easy
6999,233,9,0,213,easy,47,0,easy
7000,233,0,1,214,medium,34,1,medium
7001,233,1,1,382,medium,5,0,medium
7002,233,2,1,215,medium,48,0,easy
7003,233,3,1,417,easy,21,1,easy
7004,233,4,1,236,easy,27,1,easy
7005,233,5,1,338,easy,39,1,easy
7006,233,6,1,352,easy,38,0,easy
7007,233,7,1,408,easy,16,1,medium
7008,233,8,1,269,medium,26,1,medium
7009,233,9,1,222,medium,55,0,easy
7010,233,0,2,431,medium,44,1,medium
7011,233,1,2,449,medium,47,0,easy
7012,233,2,2,537,easy,45,0,easy
7013,233,3,2,627,easy,24,1,easy
7014,233,4,2,487,easy,54,0,easy
7015,233,5,2,468,easy,32,0,easy
7016,233,6,2,435,easy,16,0,easy
7017,233,7,2,495,easy,7,0,easy
7018,233,8,2,472,easy,28,0,easy
7019,233,9,2,523,easy,50,0,easy
7020,234,0,0,33,medium,52,0,easy
7021,234,1,0,169,easy,32,1,easy
7022,234,2,0,11,easy,38,1,easy
7023,234,3,0,6,easy,56,0,easy
7024,234,4,0,178,easy,13,0,easy
7025,234,5,0,176,easy,57,1,easy
7026,234,6,0,15,easy,41,0,easy
7027,234,7,0,199,easy,12,1,medium
7028,234,8,0,81,medium,30,1,medium
7029,234,9,0,179,medium,55,1,medium
7030,234,0,1,214,medium,43,0,easy
7031,234,1,1,424,easy,41,1,easy
7032,234,2,1,338,easy,40,0,easy
7033,234,3,1,348,easy,30,0,easy
7034,234,4,1,333,easy,33,0,easy
7035,234,5,1,265,easy,26,0,easy
7036,234,6,1,396,easy,50,0,easy
7037,234,7,1,307,easy,52,1,easy
7038,234,8,1,243,easy,40,0,easy
7039,234,9,1,236,easy,58,1,easy
7040,234,0,2,571,medium,9,0,medium
7041,234,1,2,497,medium,38,1,medium
7042,234,2,2,645,medium,23,0,easy
7043,234,3,2,625,easy,57,1,easy
7044,234,4,2,622,easy,56,1,easy
7045,234,5,2,464,easy,33,0,easy
7046,234,6,2,556,easy,11,0,easy
7047,234,7,2,634,easy,40,1,easy
7048,234,8,2,551,easy,17,0,easy
7049,234,9,2,543,easy,32,0,easy
7050,235,0,0,141,medium,35,1,medium
7051,235,1,0,108,medium,18,0,medium
7052,235,2,0,118,medium,22,1,medium
7053,235,3,0,107,medium,37,1,medium
7054,235,4,0,18,medium,19,0,medium
7055,235,5,0,79,medium,34,0,easy
7056,235,6,0,15,easy,11,1,medium
7057,235,7,0,121,medium,34,0,easy
7058,235,8,0,201,easy,30,1,easy
7059,235,9,0,103,easy,23,1,easy
7060,235,0,1,306,medium,45,0,easy
7061,235,1,1,423,easy,56,1,easy
7062,235,2,1,379,easy,51,1,easy
7063,235,3,1,328,easy,53,0,easy
7064,235,4,1,414,easy,58,1,easy
7065,235,5,1,362,easy,8,1,medium
7066,235,6,1,258,medium,14,0,medium
7067,235,7,1,232,medium,23,1,medium
7068,235,8,1,272,medium,10,0,medium
7069,235,9,1,382,medium,39,0,easy
7070,235,0,2,618,medium,48,1,medium
7071,235,1,2,439,medium,6,0,medium
7072,235,2,2,591,medium,28,0,easy
7073,235,3,2,452,easy,48,0,easy
7074,235,4,2,554,easy,58,0,easy
7075,235,5,2,541,easy,20,0,easy
7076,235,6,2,522,easy,31,0,easy
7077,235,7,2,546,easy,13,1,medium
7078,235,8,2,626,medium,24,1,medium
7079,235,9,2,492,medium,32,0,easy
7080,236,0,0,105,medium,55,0,easy
7081,236,1,0,176,easy,49,0,easy
7082,236,2,0,209,easy,36,1,easy
7083,236,3,0,162,easy,25,0,easy
7084,236,4,0,184,easy,40,1,easy
7085,236,5,0,196,easy,26,1,easy
7086,236,6,0,130,easy,23,0,easy
7087,236,7,0,97,easy,9,1,medium
7088,236,8,0,186,medium,55,0,easy
7089,236,9,0,74,easy,19,1,medium
7090,236,0,1,225,medium,28,0,easy
7091,236,1,1,265,easy,12,1,medium
7092,236,2,1,313,medium,27,0,easy
7093,236,3,1,414,easy,47,1,easy
7094,236,4,1,388,easy,22,0,easy
7095,236,5,1,335,easy,43,0,easy
7096,236,6,1,379,easy,7,0,easy
7097,236,7,1,424,easy,20,0,easy
7098,236,8,1,348,easy,17,0,easy
7099,236,9,1,412,easy,13,1,medium
7100,236,0,2,642,medium,35,0,easy
7101,236,1,2,506,easy,57,1,easy
7102,236,2,2,477,easy,10,1,medium
7103,236,3,2,531,medium,23,1,medium
7104,236,4,2,525,medium,44,0,easy
7105,236,5,2,610,easy,10,0,easy
7106,236,6,2,556,easy,12,0,easy
7107,236,7,2,634,easy,20,1,medium
7108,236,8,2,528,medium,48,1,medium
7109,236,9,2,649,medium,31,0,easy
7110,237,0,0,65,medium,29,1,medium
7111,237,1,0,25,medium,9,1,hard
7112,237,2,0,154,hard,9,0,medium
7113,237,3,0,85,medium,12,0,medium
7114,237,4,0,118,medium,26,0,easy
7115,237,5,0,192,easy,35,0,easy
7116,237,6,0,189,easy,49,1,easy
7117,237,7,0,6,easy,13,0,easy
7118,237,8,0,109,easy,15,0,easy
7119,237,9,0,44,easy,31,1,easy
7120,237,0,1,406,medium,50,1,medium
7121,237,1,1,299,medium,54,1,medium
7122,237,2,1,416,medium,31,0,easy
7123,237,3,1,350,easy,20,0,easy
7124,237,4,1,430,easy,5,0,easy
7125,237,5,1,342,easy,40,1,easy
7126,237,6,1,282,easy,57,1,easy
7127,237,7,1,216,easy,47,0,easy
7128,237,8,1,307,easy,25,0,easy
7129,237,9,1,229,easy,16,1,medium
7130,237,0,2,504,medium,14,0,medium
7131,237,1,2,456,medium,23,0,easy
7132,237,2,2,529,easy,13,0,easy
7133,237,3,2,627,easy,19,1,medium
7134,237,4,2,647,medium,42,1,medium
7135,237,5,2,460,medium,53,0,easy
7136,237,6,2,625,easy,55,1,easy
7137,237,7,2,535,easy,20,1,medium
7138,237,8,2,645,medium,20,0,medium
7139,237,9,2,621,medium,32,1,medium
7140,238,0,0,61,medium,52,1,medium
7141,238,1,0,149,medium,28,1,medium
7142,238,2,0,104,medium,28,1,medium
7143,238,3,0,129,medium,19,1,hard
7144,238,4,0,66,hard,20,0,medium
7145,238,5,0,145,medium,49,0,easy
7146,238,6,0,176,easy,7,1,medium
7147,238,7,0,180,medium,5,1,hard
7148,238,8,0,126,hard,5,0,medium
7149,238,9,0,79,medium,5,1,hard
7150,238,0,1,313,medium,30,1,medium
7151,238,1,1,415,medium,10,0,medium
7152,238,2,1,316,medium,38,0,easy
7153,238,3,1,289,easy,43,1,easy
7154,238,4,1,405,easy,28,0,easy
7155,238,5,1,265,easy,45,1,easy
7156,238,6,1,252,easy,12,1,medium
7157,238,7,1,344,medium,22,1,medium
7158,238,8,1,410,medium,21,1,medium
7159,238,9,1,224,medium,21,0,easy
7160,238,0,2,590,medium,11,0,medium
7161,238,1,2,502,medium,10,1,hard
7162,238,2,2,459,hard,20,0,medium
7163,238,3,2,528,medium,30,1,medium
7164,238,4,2,542,medium,10,0,medium
7165,238,5,2,525,medium,42,0,easy
7166,238,6,2,546,easy,60,0,easy
7167,238,7,2,572,easy,37,0,easy
7168,238,8,2,541,easy,42,0,easy
7169,238,9,2,611,easy,22,0,easy
7170,239,0,0,33,medium,43,0,easy
7171,239,1,0,147,easy,35,0,easy
7172,239,2,0,184,easy,24,0,easy
7173,239,3,0,7,easy,37,0,easy
7174,239,4,0,42,easy,37,0,easy
7175,239,5,0,17,easy,5,0,easy
7176,239,6,0,77,easy,21,1,easy
7177,239,7,0,159,easy,5,0,easy
7178,239,8,0,128,easy,10,1,medium
7179,239,9,0,92,medium,20,1,hard
7180,239,0,1,285,medium,26,1,medium
7181,239,1,1,409,medium,31,0,easy
7182,239,2,1,289,easy,15,0,easy
7183,239,3,1,265,easy,17,0,easy
7184,239,4,1,408,easy,33,1,easy
7185,239,5,1,373,easy,46,1,easy
7186,239,6,1,319,easy,52,0,easy
7187,239,7,1,392,easy,38,0,easy
7188,239,8,1,300,easy,12,1,medium
7189,239,9,1,327,medium,52,0,easy
7190,239,0,2,648,medium,16,1,hard
7191,239,1,2,552,hard,24,0,medium
7192,239,2,2,636,medium,58,1,medium
7193,239,3,2,479,medium,30,1,medium
7194,239,4,2,637,medium,36,0,easy
7195,239,5,2,602,easy,5,1,medium
7196,239,6,2,576,medium,41,1,medium
7197,239,7,2,578,medium,45,0,easy
7198,239,8,2,444,easy,53,0,easy
7199,239,9,2,633,easy,11,0,easy
7200,240,0,0,137,medium,23,1,medium
7201,240,1,0,146,medium,31,0,easy
7202,240,2,0,29,easy,30,1,easy
7203,240,3,0,48,easy,20,0,easy
7204,240,4,0,4,easy,19,0,easy
7205,240,5,0,58,easy,27,1,easy
7206,240,6,0,209,easy,54,0,easy
7207,240,7,0,199,easy,52,0,easy
7208,240,8,0,178,easy,55,0,easy
7209,240,9,0,153,easy,45,1,easy
7210,240,0,1,281,medium,22,0,easy
7211,240,1,1,407,easy,30,0,easy
7212,240,2,1,245,easy,34,0,easy
7213,240,3,1,340,easy,19,0,easy
7214,240,4,1,227,easy,31,1,easy
7215,240,5,1,333,easy,53,0,easy
7216,240,6,1,252,easy,31,1,easy
7217,240,7,1,219,easy,50,1,easy
